Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-oh6h,Randomise questionnaire elements?,Question Key,Response
1,1604672085370,06/11/2020 14:14:45,1604672085288,1,06/11/2020 15:14:45,12022,42,questionnaire-csyn,,7630757,BLIND,2260079,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1344x841,1344x730,,welcome 2nd task,3,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1604672086971,06/11/2020 14:14:46,1604672086968,1,06/11/2020 15:14:46,12022,42,questionnaire-csyn,,7630757,BLIND,2260079,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1344x841,1344x730,,welcome 2nd task,3,Meta-first,No,END QUESTIONNAIRE,1680
1,1604672197756,06/11/2020 14:16:37,1604672197897,1,06/11/2020 15:16:37,12022,42,questionnaire-csyn,,7630801,BLIND,2260080,,complete,rdjdnv,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x937,,welcome 2nd task,3,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1604672199694,06/11/2020 14:16:39,1604672199830,1,06/11/2020 15:16:39,12022,42,questionnaire-csyn,,7630801,BLIND,2260080,,complete,rdjdnv,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x937,,welcome 2nd task,3,Meta-first,No,END QUESTIONNAIRE,1933
1,1604672215953,06/11/2020 14:16:55,1604672215083,0,06/11/2020 14:16:55,12022,42,questionnaire-csyn,,7630809,BLIND,2260088,,complete,tsqsoj,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x941,,welcome 2nd task,3,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1604672227049,06/11/2020 14:17:07,1604672226191,0,06/11/2020 14:17:06,12022,42,questionnaire-csyn,,7630809,BLIND,2260088,,complete,tsqsoj,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x941,,welcome 2nd task,3,Meta-first,No,END QUESTIONNAIRE,11109
1,1604672232012,06/11/2020 14:17:12,1604672229647,0,06/11/2020 14:17:09,12022,42,questionnaire-csyn,,7630812,BLIND,2260115,,complete,fwbuau,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1536x864,1536x754,,welcome 2nd task,3,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1604672234121,06/11/2020 14:17:14,1604672231777,0,06/11/2020 14:17:11,12022,42,questionnaire-csyn,,7630812,BLIND,2260115,,complete,fwbuau,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1536x864,1536x754,,welcome 2nd task,3,Meta-first,No,END QUESTIONNAIRE,2130
1,1604672412523,06/11/2020 14:20:12,1604672413370,-5,06/11/2020 09:20:13,12022,42,questionnaire-csyn,,7630877,BLIND,2260097,,complete,xpuhga,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,2304x1083,,welcome 2nd task,3,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1604672417474,06/11/2020 14:20:17,1604672418359,-5,06/11/2020 09:20:18,12022,42,questionnaire-csyn,,7630877,BLIND,2260097,,complete,xpuhga,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,2304x1083,,welcome 2nd task,3,Meta-first,No,END QUESTIONNAIRE,4989
1,1604672531259,06/11/2020 14:22:11,1604672530131,1,06/11/2020 15:22:10,12022,42,questionnaire-csyn,,7630950,BLIND,2260099,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1536x864,1536x722,,welcome 2nd task,3,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1604672533127,06/11/2020 14:22:13,1604672532011,1,06/11/2020 15:22:12,12022,42,questionnaire-csyn,,7630950,BLIND,2260099,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1536x864,1536x722,,welcome 2nd task,3,Meta-first,No,END QUESTIONNAIRE,1881
1,1604672536252,06/11/2020 14:22:16,1604672536352,0,06/11/2020 14:22:16,12022,42,questionnaire-csyn,,7630957,BLIND,2260072,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x1080,,welcome 2nd task,3,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1604672537460,06/11/2020 14:22:17,1604672537585,0,06/11/2020 14:22:17,12022,42,questionnaire-csyn,,7630957,BLIND,2260072,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x1080,,welcome 2nd task,3,Meta-first,No,END QUESTIONNAIRE,1233
1,1604672724548,06/11/2020 14:25:24,1604672726455,0,06/11/2020 14:25:26,12022,42,questionnaire-csyn,,7631058,BLIND,2260112,,complete,tvatjo,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1280x1024,1280x1024,,welcome 2nd task,3,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1604672735809,06/11/2020 14:25:35,1604672737737,0,06/11/2020 14:25:37,12022,42,questionnaire-csyn,,7631058,BLIND,2260112,,complete,tvatjo,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1280x1024,1280x913,,welcome 2nd task,3,Meta-first,No,END QUESTIONNAIRE,11282
1,1604672772473,06/11/2020 14:26:12,1604672772307,0,06/11/2020 14:26:12,12022,42,questionnaire-csyn,,7631080,BLIND,2260098,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1366x768,1366x657,,welcome 2nd task,3,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1604672777657,06/11/2020 14:26:17,1604672777523,0,06/11/2020 14:26:17,12022,42,questionnaire-csyn,,7631080,BLIND,2260098,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1366x768,1366x657,,welcome 2nd task,3,Meta-first,No,END QUESTIONNAIRE,5217
1,1604672835817,06/11/2020 14:27:15,1604672835586,0,06/11/2020 14:27:15,12022,42,questionnaire-csyn,,7631106,BLIND,2260075,,complete,vlglpe,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,,welcome 2nd task,3,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1604672837965,06/11/2020 14:27:17,1604672837820,0,06/11/2020 14:27:17,12022,42,questionnaire-csyn,,7631106,BLIND,2260075,,complete,vlglpe,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,,welcome 2nd task,3,Meta-first,No,END QUESTIONNAIRE,2233
1,1604672856893,06/11/2020 14:27:36,1604672856098,1,06/11/2020 15:27:36,12022,42,questionnaire-csyn,,7631114,BLIND,2260100,,live,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1920x1080,1920x966,,welcome 2nd task,3,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1604672859722,06/11/2020 14:27:39,1604672858948,1,06/11/2020 15:27:38,12022,42,questionnaire-csyn,,7631114,BLIND,2260100,,live,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1920x1080,1920x966,,welcome 2nd task,3,Meta-first,No,END QUESTIONNAIRE,2850
