Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-oh6h,Randomise questionnaire elements?,Question Key,Response
1,1.60381E+12,27/10/2020 15:05,1.60381E+12,0,27/10/2020 15:05,12022,40,questionnaire-ch2f,,7467425,BLIND,2181936,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.111,1440x900,1440x777,,AQ-10,8,Menta-first,No,BEGIN QUESTIONNAIRE,
2,1.60381E+12,27/10/2020 15:06,1.60381E+12,0,27/10/2020 15:06,12022,40,questionnaire-ch2f,,7467425,BLIND,2181936,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.111,1440x900,1440x821,,AQ-10,8,Menta-first,No,AQ-1,slightly agree
3,1.60381E+12,27/10/2020 15:06,1.60381E+12,0,27/10/2020 15:06,12022,40,questionnaire-ch2f,,7467425,BLIND,2181936,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.111,1440x900,1440x821,,AQ-10,8,Menta-first,No,AQ-1-quantised,2
4,1.60381E+12,27/10/2020 15:06,1.60381E+12,0,27/10/2020 15:06,12022,40,questionnaire-ch2f,,7467425,BLIND,2181936,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.111,1440x900,1440x821,,AQ-10,8,Menta-first,No,AQ-7,slightly disagree
5,1.60381E+12,27/10/2020 15:06,1.60381E+12,0,27/10/2020 15:06,12022,40,questionnaire-ch2f,,7467425,BLIND,2181936,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.111,1440x900,1440x821,,AQ-10,8,Menta-first,No,AQ-7-quantised,3
6,1.60381E+12,27/10/2020 15:06,1.60381E+12,0,27/10/2020 15:06,12022,40,questionnaire-ch2f,,7467425,BLIND,2181936,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.111,1440x900,1440x821,,AQ-10,8,Menta-first,No,AQ-5,slightly agree
7,1.60381E+12,27/10/2020 15:06,1.60381E+12,0,27/10/2020 15:06,12022,40,questionnaire-ch2f,,7467425,BLIND,2181936,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.111,1440x900,1440x821,,AQ-10,8,Menta-first,No,AQ-5-quantised,2
8,1.60381E+12,27/10/2020 15:06,1.60381E+12,0,27/10/2020 15:06,12022,40,questionnaire-ch2f,,7467425,BLIND,2181936,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.111,1440x900,1440x821,,AQ-10,8,Menta-first,No,AQ-2,slightly disagree
9,1.60381E+12,27/10/2020 15:06,1.60381E+12,0,27/10/2020 15:06,12022,40,questionnaire-ch2f,,7467425,BLIND,2181936,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.111,1440x900,1440x821,,AQ-10,8,Menta-first,No,AQ-2-quantised,3
10,1.60381E+12,27/10/2020 15:06,1.60381E+12,0,27/10/2020 15:06,12022,40,questionnaire-ch2f,,7467425,BLIND,2181936,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.111,1440x900,1440x821,,AQ-10,8,Menta-first,No,AQ-6,definitely agree
11,1.60381E+12,27/10/2020 15:06,1.60381E+12,0,27/10/2020 15:06,12022,40,questionnaire-ch2f,,7467425,BLIND,2181936,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.111,1440x900,1440x821,,AQ-10,8,Menta-first,No,AQ-6-quantised,1
12,1.60381E+12,27/10/2020 15:06,1.60381E+12,0,27/10/2020 15:06,12022,40,questionnaire-ch2f,,7467425,BLIND,2181936,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.111,1440x900,1440x821,,AQ-10,8,Menta-first,No,AQ-9,slightly agree
