Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-oh6h,Randomise questionnaire elements?,Question Key,Response
1,1.60484E+12,08/11/2020 13:42,1.60484E+12,0,08/11/2020 13:42,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1024x625,,BCIS,5,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1.60484E+12,08/11/2020 13:44,1.60484E+12,0,08/11/2020 13:44,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1007x625,,BCIS,5,Meta-first,No,BCIS-1,agree a lot
3,1.60484E+12,08/11/2020 13:44,1.60484E+12,0,08/11/2020 13:44,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1007x625,,BCIS,5,Meta-first,No,BCIS-1-quantised,3
4,1.60484E+12,08/11/2020 13:44,1.60484E+12,0,08/11/2020 13:44,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1007x625,,BCIS,5,Meta-first,No,BCIS-2,agree slightly
5,1.60484E+12,08/11/2020 13:44,1.60484E+12,0,08/11/2020 13:44,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1007x625,,BCIS,5,Meta-first,No,BCIS-2-quantised,2
6,1.60484E+12,08/11/2020 13:44,1.60484E+12,0,08/11/2020 13:44,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1007x625,,BCIS,5,Meta-first,No,BCIS-3,agree slightly
7,1.60484E+12,08/11/2020 13:44,1.60484E+12,0,08/11/2020 13:44,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1007x625,,BCIS,5,Meta-first,No,BCIS-3-quantised,2
8,1.60484E+12,08/11/2020 13:44,1.60484E+12,0,08/11/2020 13:44,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1007x625,,BCIS,5,Meta-first,No,BCIS-4,agree a lot
9,1.60484E+12,08/11/2020 13:44,1.60484E+12,0,08/11/2020 13:44,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1007x625,,BCIS,5,Meta-first,No,BCIS-4-quantised,3
10,1.60484E+12,08/11/2020 13:44,1.60484E+12,0,08/11/2020 13:44,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1007x625,,BCIS,5,Meta-first,No,BCIS-5,agree a lot
11,1.60484E+12,08/11/2020 13:44,1.60484E+12,0,08/11/2020 13:44,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1007x625,,BCIS,5,Meta-first,No,BCIS-5-quantised,3
12,1.60484E+12,08/11/2020 13:44,1.60484E+12,0,08/11/2020 13:44,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1007x625,,BCIS,5,Meta-first,No,BCIS-6,agree a lot
13,1.60484E+12,08/11/2020 13:44,1.60484E+12,0,08/11/2020 13:44,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1007x625,,BCIS,5,Meta-first,No,BCIS-6-quantised,3
14,1.60484E+12,08/11/2020 13:44,1.60484E+12,0,08/11/2020 13:44,12022,43,questionnaire-betd,,7649043,BLIND,2267214,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1024x768,1007x625,,BCIS,5,Meta-first,No,BCIS-7,agree slightly
